JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	SRR924570.M.proventriculus	SRR924573.F.proventriculus	SRR924582.M.spleen	SRR924585.F.spleen	SRR924202.M.adrenal_gland	SRR924485.M.adipose	SRR924539.F.adipose	SRR924540.M.cerebellum	SRR924541.F.cerebellum	SRR924542.M.cerebrum	SRR924546.F.cerebrum	SRR924547.M.testes	SRR924548.F.ovary	SRR924549.M.heart	SRR924550.F.heart	SRR924551.M.hypothalamus	SRR924552.F.hypothalamus	SRR924553.M.kidney	SRR924554.F.kidney	SRR924555.M.liver	SRR924556.F.liver	SRR924557.M.lung	SRR924558.F.lung	SRR924559.M.breast_muscle	SRR924561.F.breast_muscle	SRR924564.M.sciatic nerve	SRR924567.F.sciatic nerve
Contig1_146	Contig1	373735	373817	-	RJF.Contig1.LOC48.MHCY17a	(0 u : 18 m)	(0 u : 44 m)	(0 u : 1115 m)	(0 u : 523 m)	(4 u : 1120 m)	(0 u : 362 m)	(1 u : 440 m)	(0 u : 112 m)	(0 u : 93 m)	(0 u : 34 m)	(0 u : 38 m)	(0 u : 1 m)	(0 u : 12 m)	(0 u : 712 m)	(0 u : 1207 m)	(0 u : 208 m)	(0 u : 82 m)	(0 u : 74 m)	(4 u : 1316 m)	(0 u : 213 m)	(0 u : 120 m)	(0 u : 2065 m)	(1 u : 1791 m)	(0 u : 67 m)	(0 u : 96 m)	(8 u : 6420 m)	(0 u : 305 m)
Contig1_111	Contig1	312901	313012	+	RJF.Contig1.LOC37.MHCY12q	(8 u : 0 m)	(59 u : 0 m)	(358 u : 0 m)	(292 u : 0 m)	(131 u : 0 m)	(209 u : 0 m)	(355 u : 0 m)	(9 u : 0 m)	(6 u : 0 m)	(1 u : 0 m)	(1 u : 0 m)	(9 u : 0 m)	(66 u : 0 m)	(112 u : 0 m)	(245 u : 0 m)	(10 u : 1 m)	(16 u : 0 m)	(46 u : 0 m)	(359 u : 0 m)	(74 u : 0 m)	(147 u : 0 m)	(347 u : 0 m)	(513 u : 0 m)	(7 u : 0 m)	(33 u : 0 m)	(155 u : 0 m)	(50 u : 0 m)
Contig1_024	Contig1	187823	187948	-	RJF.Contig1.LOC14.MHCY2v	(No Support?)	(0 u : 3 m)	(0 u : 108 m)	(0 u : 62 m)	(0 u : 194 m)	(0 u : 14 m)	(0 u : 38 m)	(0 u : 16 m)	(0 u : 12 m)	(No Support?)	(0 u : 11 m)	(No Support?)	(0 u : 6 m)	(0 u : 28 m)	(0 u : 78 m)	(0 u : 22 m)	(0 u : 8 m)	(0 u : 10 m)	(0 u : 194 m)	(0 u : 15 m)	(0 u : 5 m)	(0 u : 56 m)	(0 u : 58 m)	(0 u : 7 m)	(0 u : 6 m)	(0 u : 765 m)	(0 u : 58 m)
Contig1_162	Contig1	383765	383948	-	RJF.Contig1.LOC50.MHCY18i	(0 u : 4 m)	(0 u : 15 m)	(0 u : 401 m)	(0 u : 262 m)	(0 u : 168 m)	(0 u : 83 m)	(0 u : 152 m)	(0 u : 27 m)	(0 u : 16 m)	(0 u : 9 m)	(0 u : 8 m)	(0 u : 2 m)	(0 u : 4 m)	(0 u : 48 m)	(0 u : 88 m)	(0 u : 30 m)	(0 u : 23 m)	(0 u : 18 m)	(0 u : 497 m)	(0 u : 27 m)	(0 u : 27 m)	(0 u : 131 m)	(0 u : 220 m)	(0 u : 27 m)	(0 u : 26 m)	(1 u : 432 m)	(0 u : 54 m)
Contig1_033	Contig1	191965	192074	-	RJF.Contig1.LOC16.MHCY3h	(0 u : 34 m)	(0 u : 109 m)	(0 u : 897 m)	(0 u : 603 m)	(0 u : 1073 m)	(0 u : 401 m)	(0 u : 817 m)	(0 u : 108 m)	(0 u : 100 m)	(0 u : 32 m)	(0 u : 43 m)	(0 u : 13 m)	(0 u : 46 m)	(0 u : 345 m)	(0 u : 586 m)	(0 u : 126 m)	(0 u : 87 m)	(0 u : 144 m)	(0 u : 4707 m)	(0 u : 228 m)	(0 u : 177 m)	(0 u : 788 m)	(0 u : 1003 m)	(0 u : 37 m)	(0 u : 29 m)	(0 u : 2567 m)	(0 u : 545 m)
Contig1_052	Contig1	229265	229460	-	RJF.Contig1.LOC22.YLEC8a	(0 u : 51 m)	(0 u : 262 m)	(0 u : 20807 m)	(0 u : 10659 m)	(0 u : 272 m)	(0 u : 1811 m)	(0 u : 1749 m)	(0 u : 36 m)	(0 u : 15 m)	(0 u : 10 m)	(0 u : 14 m)	(0 u : 9 m)	(0 u : 190 m)	(0 u : 253 m)	(0 u : 326 m)	(0 u : 18 m)	(0 u : 15 m)	(0 u : 797 m)	(0 u : 664 m)	(0 u : 367 m)	(0 u : 865 m)	(0 u : 1488 m)	(0 u : 2796 m)	(0 u : 156 m)	(0 u : 184 m)	(0 u : 315 m)	(0 u : 94 m)
Contig1_126	Contig1	339637	339762	-	RJF.Contig1.LOC42.MHCY14s	(No Support?)	(No Support?)	(0 u : 3 m)	(0 u : 2 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 3 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 1 m)
Contig1_049	Contig1	223325	223569	+	RJF.Contig1.LOC21.MHCY6u	(0 u : 32 m)	(0 u : 123 m)	(2 u : 5387 m)	(4 u : 3201 m)	(1 u : 344 m)	(1 u : 1098 m)	(0 u : 1091 m)	(0 u : 219 m)	(0 u : 125 m)	(0 u : 62 m)	(0 u : 58 m)	(0 u : 12 m)	(1 u : 129 m)	(0 u : 168 m)	(1 u : 265 m)	(0 u : 149 m)	(0 u : 156 m)	(0 u : 210 m)	(1 u : 469 m)	(0 u : 101 m)	(1 u : 248 m)	(2 u : 534 m)	(2 u : 1637 m)	(0 u : 42 m)	(0 u : 52 m)	(0 u : 262 m)	(0 u : 67 m)
Contig1_172	Contig1	408267	408380	-	RJF.Contig1.LOC52.MHCY20o	(0 u : 2 m)	(0 u : 18 m)	(5 u : 161 m)	(3 u : 96 m)	(0 u : 165 m)	(1 u : 34 m)	(0 u : 57 m)	(0 u : 23 m)	(0 u : 17 m)	(0 u : 12 m)	(0 u : 14 m)	(No Support?)	(0 u : 6 m)	(0 u : 36 m)	(1 u : 77 m)	(0 u : 38 m)	(0 u : 16 m)	(1 u : 12 m)	(1 u : 391 m)	(0 u : 33 m)	(1 u : 25 m)	(4 u : 121 m)	(1 u : 151 m)	(0 u : 9 m)	(0 u : 11 m)	(1 u : 528 m)	(0 u : 49 m)
Contig1_101	Contig1	299587	299712	-	RJF.Contig1.LOC34.MHCY11o	(No Support?)	(0 u : 2 m)	(0 u : 49 m)	(0 u : 22 m)	(0 u : 43 m)	(0 u : 5 m)	(0 u : 15 m)	(0 u : 6 m)	(0 u : 12 m)	(0 u : 6 m)	(0 u : 5 m)	(No Support?)	(0 u : 1 m)	(0 u : 41 m)	(0 u : 87 m)	(0 u : 14 m)	(0 u : 4 m)	(0 u : 5 m)	(1 u : 84 m)	(0 u : 27 m)	(0 u : 7 m)	(0 u : 12 m)	(0 u : 18 m)	(0 u : 1 m)	(0 u : 4 m)	(4 u : 171 m)	(0 u : 19 m)
Contig1_002	Contig1	127694	127801	+	RJF.Contig1.LOC06.MHCY2B1a	(No Support?)	(0 u : 2 m)	(No Support?)	(0 u : 2 m)	(0 u : 69 m)	(0 u : 4 m)	(0 u : 9 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 7 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 20 m)	(No Support?)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 8 m)	(0 u : 1 m)	(No Support?)	(0 u : 4 m)	(0 u : 3 m)
Contig1_057	Contig1	227634	227856	-	RJF.Contig1.LOC22.YLEC8a	(0 u : 6 m)	(0 u : 20 m)	(0 u : 463 m)	(0 u : 244 m)	(1 u : 74 m)	(0 u : 48 m)	(0 u : 122 m)	(0 u : 6 m)	(0 u : 1 m)	(1 u : 3 m)	(0 u : 3 m)	(No Support?)	(0 u : 11 m)	(0 u : 25 m)	(0 u : 38 m)	(2 u : 7 m)	(1 u : 4 m)	(0 u : 15 m)	(0 u : 315 m)	(0 u : 40 m)	(0 u : 44 m)	(0 u : 52 m)	(0 u : 55 m)	(0 u : 9 m)	(0 u : 26 m)	(4 u : 136 m)	(0 u : 45 m)
Contig1_001	Contig1	127192	127423	+	RJF.Contig1.LOC06.MHCY2B1a	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 6 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 1 m)	(No Support?)	(0 u : 5 m)	(0 u : 1 m)
Contig1_041	Contig1	211244	211369	-	RJF.Contig1.LOC19.MHCY5f	(5 u : 0 m)	(24 u : 0 m)	(311 u : 0 m)	(154 u : 0 m)	(418 u : 6 m)	(112 u : 1 m)	(213 u : 4 m)	(28 u : 1 m)	(39 u : 0 m)	(8 u : 0 m)	(17 u : 0 m)	(2 u : 0 m)	(11 u : 0 m)	(103 u : 0 m)	(280 u : 0 m)	(52 u : 1 m)	(27 u : 0 m)	(48 u : 0 m)	(1259 u : 30 m)	(112 u : 0 m)	(57 u : 1 m)	(135 u : 0 m)	(248 u : 3 m)	(7 u : 0 m)	(25 u : 0 m)	(1016 u : 7 m)	(210 u : 0 m)
Contig1_155	Contig1	380385	380607	+	RJF.Contig1.LOC49.YLEC19d	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 3 m)	(No Support?)	(0 u : 9 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 2 m)	(No Support?)	(0 u : 3 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(0 u : 9 m)	(0 u : 2 m)
Contig1_063	Contig1	230588	230810	-	RJF.Contig1.LOC23.YLEC9b	(0 u : 14 m)	(0 u : 52 m)	(1 u : 1873 m)	(0 u : 821 m)	(0 u : 200 m)	(0 u : 163 m)	(0 u : 265 m)	(0 u : 25 m)	(0 u : 9 m)	(0 u : 1 m)	(0 u : 4 m)	(0 u : 1 m)	(0 u : 23 m)	(0 u : 69 m)	(0 u : 91 m)	(0 u : 18 m)	(0 u : 13 m)	(0 u : 53 m)	(0 u : 475 m)	(0 u : 122 m)	(0 u : 117 m)	(0 u : 149 m)	(0 u : 199 m)	(0 u : 28 m)	(0 u : 55 m)	(0 u : 224 m)	(0 u : 81 m)
Contig1_014	Contig1	166319	166401	-	RJF.Contig1.LOC12.MHCY2B2b	(No Support?)	(No Support?)	(1 u : 0 m)	(No Support?)	(20 u : 30 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(2 u : 5 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(No Support?)
Contig1_032	Contig1	192177	192259	-	RJF.Contig1.LOC16.MHCY3h	(0 u : 25 m)	(0 u : 74 m)	(0 u : 809 m)	(0 u : 528 m)	(0 u : 935 m)	(0 u : 241 m)	(0 u : 569 m)	(0 u : 110 m)	(0 u : 83 m)	(0 u : 37 m)	(0 u : 38 m)	(0 u : 9 m)	(0 u : 40 m)	(0 u : 366 m)	(0 u : 535 m)	(0 u : 119 m)	(0 u : 85 m)	(0 u : 105 m)	(0 u : 3802 m)	(0 u : 204 m)	(0 u : 141 m)	(0 u : 610 m)	(0 u : 740 m)	(0 u : 28 m)	(0 u : 51 m)	(0 u : 2449 m)	(0 u : 503 m)
Contig1_042	Contig1	210728	210982	-	RJF.Contig1.LOC19.MHCY5f	(0 u : 115 m)	(0 u : 464 m)	(1 u : 8693 m)	(2 u : 5606 m)	(14 u : 1123 m)	(0 u : 3147 m)	(3 u : 4265 m)	(1 u : 109 m)	(2 u : 94 m)	(0 u : 51 m)	(1 u : 41 m)	(0 u : 42 m)	(0 u : 258 m)	(0 u : 1303 m)	(1 u : 2764 m)	(8 u : 171 m)	(1 u : 133 m)	(0 u : 1263 m)	(51 u : 3735 m)	(0 u : 816 m)	(0 u : 1209 m)	(0 u : 5691 m)	(2 u : 10712 m)	(0 u : 140 m)	(0 u : 263 m)	(42 u : 2897 m)	(6 u : 477 m)
Contig1_105	Contig1	298141	298254	-	RJF.Contig1.LOC34.MHCY11o	(0 u : 2 m)	(0 u : 18 m)	(6 u : 161 m)	(3 u : 96 m)	(0 u : 165 m)	(1 u : 34 m)	(0 u : 57 m)	(0 u : 23 m)	(0 u : 17 m)	(0 u : 12 m)	(0 u : 14 m)	(No Support?)	(0 u : 6 m)	(0 u : 36 m)	(1 u : 77 m)	(0 u : 38 m)	(0 u : 16 m)	(1 u : 12 m)	(1 u : 391 m)	(0 u : 33 m)	(1 u : 25 m)	(4 u : 121 m)	(1 u : 151 m)	(0 u : 9 m)	(0 u : 11 m)	(0 u : 528 m)	(1 u : 49 m)
Contig1_103	Contig1	298710	298804	-	RJF.Contig1.LOC34.MHCY11o	(0 u : 13 m)	(1 u : 76 m)	(35 u : 3703 m)	(14 u : 2117 m)	(2 u : 273 m)	(3 u : 939 m)	(6 u : 739 m)	(0 u : 41 m)	(0 u : 43 m)	(0 u : 19 m)	(0 u : 15 m)	(0 u : 3 m)	(1 u : 38 m)	(0 u : 308 m)	(5 u : 508 m)	(0 u : 81 m)	(0 u : 48 m)	(1 u : 168 m)	(3 u : 558 m)	(0 u : 122 m)	(2 u : 227 m)	(16 u : 2533 m)	(40 u : 4316 m)	(0 u : 50 m)	(0 u : 79 m)	(7 u : 998 m)	(1 u : 75 m)
Contig1_026	Contig1	186946	187040	-	RJF.Contig1.LOC14.MHCY2v	(0 u : 8 m)	(0 u : 59 m)	(0 u : 1710 m)	(0 u : 899 m)	(0 u : 464 m)	(0 u : 362 m)	(0 u : 390 m)	(0 u : 44 m)	(0 u : 28 m)	(0 u : 21 m)	(0 u : 15 m)	(0 u : 4 m)	(0 u : 48 m)	(0 u : 225 m)	(0 u : 496 m)	(0 u : 75 m)	(0 u : 38 m)	(0 u : 43 m)	(0 u : 683 m)	(0 u : 93 m)	(0 u : 55 m)	(0 u : 1276 m)	(0 u : 1519 m)	(0 u : 21 m)	(0 u : 33 m)	(0 u : 2023 m)	(0 u : 117 m)
Contig1_142	Contig1	354836	354993	+	RJF.Contig1.LOC44.MHCY15m	(0 u : 326 m)	(0 u : 327 m)	(0 u : 5 m)	(0 u : 5 m)	(0 u : 67 m)	(0 u : 1 m)	(0 u : 5 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 4 m)	(0 u : 33 m)	(0 u : 96 m)	(0 u : 135 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 13 m)	(0 u : 46 m)	(0 u : 6 m)	(0 u : 1 m)	(0 u : 116 m)	(0 u : 138 m)	(0 u : 1 m)	(No Support?)
Contig1_082	Contig1	262986	263170	-	RJF.Contig1.LOC30.MHCY8a	(0 u : 3 m)	(0 u : 16 m)	(0 u : 301 m)	(0 u : 129 m)	(1 u : 1329 m)	(0 u : 57 m)	(0 u : 81 m)	(0 u : 141 m)	(0 u : 103 m)	(0 u : 47 m)	(0 u : 37 m)	(No Support?)	(0 u : 2 m)	(0 u : 228 m)	(0 u : 361 m)	(0 u : 262 m)	(0 u : 87 m)	(0 u : 25 m)	(2 u : 1621 m)	(0 u : 55 m)	(0 u : 38 m)	(0 u : 469 m)	(0 u : 378 m)	(0 u : 16 m)	(0 u : 24 m)	(9 u : 7291 m)	(1 u : 317 m)
Contig1_035	Contig1	191569	191740	-	RJF.Contig1.LOC16.MHCY3h	(No Support?)	(No Support?)	(0 u : 11 m)	(0 u : 7 m)	(0 u : 5 m)	(No Support?)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 1 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(0 u : 5 m)	(0 u : 2 m)	(No Support?)	(No Support?)	(0 u : 24 m)	(0 u : 2 m)	(0 u : 2 m)	(0 u : 5 m)	(0 u : 4 m)	(No Support?)	(No Support?)	(0 u : 11 m)	(0 u : 2 m)
Contig1_046	Contig1	209598	209755	-	RJF.Contig1.LOC19.MHCY5f	(No Support?)	(0 u : 2 m)	(0 u : 81 m)	(0 u : 63 m)	(1 u : 101 m)	(0 u : 26 m)	(0 u : 38 m)	(0 u : 10 m)	(0 u : 13 m)	(0 u : 1 m)	(1 u : 4 m)	(No Support?)	(0 u : 1 m)	(0 u : 11 m)	(0 u : 31 m)	(1 u : 19 m)	(0 u : 15 m)	(0 u : 7 m)	(7 u : 451 m)	(0 u : 12 m)	(0 u : 12 m)	(0 u : 42 m)	(0 u : 71 m)	(0 u : 5 m)	(0 u : 15 m)	(3 u : 226 m)	(0 u : 57 m)
Contig1_125	Contig1	335465	335687	+	RJF.Contig1.LOC41.YLEC17e	(0 u : 1 m)	(0 u : 2 m)	(0 u : 38 m)	(0 u : 26 m)	(0 u : 16 m)	(0 u : 6 m)	(0 u : 24 m)	(0 u : 2 m)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 1 m)	(0 u : 18 m)	(0 u : 8 m)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 1 m)	(0 u : 40 m)	(0 u : 4 m)	(0 u : 4 m)	(0 u : 16 m)	(0 u : 33 m)	(0 u : 2 m)	(0 u : 2 m)	(0 u : 55 m)	(0 u : 8 m)
Contig1_015	Contig1	166121	166207	-	RJF.Contig1.LOC12.MHCY2B2b	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(2 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(1 u : 0 m)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(No Support?)	(1 u : 0 m)	(No Support?)
Contig1_017	Contig1	175869	175994	-	RJF.Contig1.LOC13.MHCY1d	(1 u : 0 m)	(2 u : 0 m)	(20 u : 0 m)	(13 u : 0 m)	(88 u : 0 m)	(4 u : 0 m)	(4 u : 0 m)	(12 u : 0 m)	(4 u : 0 m)	(2 u : 0 m)	(5 u : 0 m)	(2 u : 0 m)	(1 u : 0 m)	(11 u : 0 m)	(11 u : 0 m)	(10 u : 1 m)	(8 u : 0 m)	(1 u : 0 m)	(135 u : 1 m)	(12 u : 0 m)	(3 u : 0 m)	(10 u : 0 m)	(7 u : 0 m)	(No Support?)	(2 u : 0 m)	(176 u : 1 m)	(21 u : 0 m)
Contig1_075	Contig1	245426	245587	+	RJF.Contig1.LOC27.MHCY7l	(0 u : 3 m)	(3 u : 7 m)	(40 u : 186 m)	(22 u : 119 m)	(24 u : 140 m)	(11 u : 63 m)	(7 u : 74 m)	(18 u : 76 m)	(3 u : 32 m)	(0 u : 15 m)	(3 u : 11 m)	(0 u : 2 m)	(2 u : 6 m)	(7 u : 24 m)	(16 u : 47 m)	(3 u : 39 m)	(3 u : 31 m)	(0 u : 21 m)	(93 u : 358 m)	(2 u : 10 m)	(0 u : 22 m)	(6 u : 29 m)	(16 u : 75 m)	(2 u : 18 m)	(5 u : 32 m)	(44 u : 139 m)	(10 u : 39 m)
Contig1_102	Contig1	299081	299325	-	RJF.Contig1.LOC34.MHCY11o	(0 u : 5 m)	(0 u : 35 m)	(1 u : 1322 m)	(1 u : 728 m)	(1 u : 210 m)	(0 u : 331 m)	(3 u : 327 m)	(0 u : 39 m)	(0 u : 30 m)	(0 u : 14 m)	(0 u : 15 m)	(0 u : 2 m)	(1 u : 21 m)	(0 u : 137 m)	(3 u : 287 m)	(1 u : 77 m)	(1 u : 30 m)	(0 u : 74 m)	(0 u : 445 m)	(0 u : 62 m)	(0 u : 93 m)	(1 u : 917 m)	(4 u : 1332 m)	(0 u : 40 m)	(0 u : 65 m)	(7 u : 895 m)	(0 u : 80 m)
Contig1_065	Contig1	234970	235062	-	RJF.Contig1.LOC24.YLEC10c	(0 u : 4 m)	(0 u : 37 m)	(3 u : 1126 m)	(1 u : 673 m)	(0 u : 88 m)	(0 u : 135 m)	(0 u : 168 m)	(1 u : 21 m)	(0 u : 3 m)	(0 u : 2 m)	(0 u : 4 m)	(0 u : 1 m)	(2 u : 28 m)	(0 u : 18 m)	(0 u : 43 m)	(0 u : 16 m)	(0 u : 8 m)	(0 u : 56 m)	(3 u : 145 m)	(0 u : 31 m)	(0 u : 50 m)	(1 u : 114 m)	(0 u : 199 m)	(0 u : 8 m)	(0 u : 12 m)	(3 u : 155 m)	(0 u : 31 m)
Contig1_062	Contig1	230918	231182	-	RJF.Contig1.LOC23.YLEC9b	(0 u : 6 m)	(0 u : 26 m)	(18 u : 1022 m)	(13 u : 453 m)	(3 u : 154 m)	(3 u : 130 m)	(5 u : 216 m)	(1 u : 33 m)	(0 u : 12 m)	(0 u : 4 m)	(0 u : 3 m)	(0 u : 2 m)	(0 u : 10 m)	(1 u : 59 m)	(1 u : 48 m)	(0 u : 17 m)	(0 u : 4 m)	(0 u : 24 m)	(4 u : 497 m)	(1 u : 82 m)	(1 u : 76 m)	(0 u : 93 m)	(2 u : 136 m)	(2 u : 15 m)	(0 u : 28 m)	(5 u : 219 m)	(0 u : 112 m)
Contig1_040	Contig1	204200	204313	-	RJF.Contig1.LOC17.MHCY4v	(0 u : 2 m)	(0 u : 13 m)	(0 u : 235 m)	(0 u : 143 m)	(0 u : 294 m)	(0 u : 54 m)	(0 u : 107 m)	(0 u : 29 m)	(0 u : 14 m)	(0 u : 9 m)	(0 u : 11 m)	(0 u : 3 m)	(0 u : 14 m)	(0 u : 78 m)	(0 u : 138 m)	(0 u : 64 m)	(0 u : 35 m)	(0 u : 8 m)	(0 u : 471 m)	(0 u : 24 m)	(0 u : 20 m)	(0 u : 184 m)	(0 u : 242 m)	(0 u : 9 m)	(0 u : 15 m)	(0 u : 1174 m)	(0 u : 88 m)
Contig1_006	Contig1	135569	135745	-	RJF.Contig1.LOC07.ZNFY1a	(0 u : 7 m)	(0 u : 4 m)	(0 u : 15 m)	(0 u : 8 m)	(0 u : 78 m)	(0 u : 14 m)	(0 u : 30 m)	(1 u : 56 m)	(1 u : 61 m)	(1 u : 27 m)	(0 u : 30 m)	(No Support?)	(0 u : 2 m)	(0 u : 18 m)	(0 u : 24 m)	(1 u : 69 m)	(0 u : 75 m)	(0 u : 7 m)	(2 u : 86 m)	(0 u : 8 m)	(0 u : 7 m)	(0 u : 15 m)	(0 u : 9 m)	(0 u : 17 m)	(0 u : 12 m)	(2 u : 73 m)	(0 u : 21 m)
Contig1_023	Contig1	174046	174217	-	RJF.Contig1.LOC13.MHCY1d	(No Support?)	(2 u : 0 m)	(21 u : 0 m)	(9 u : 0 m)	(105 u : 0 m)	(11 u : 0 m)	(4 u : 0 m)	(10 u : 0 m)	(13 u : 0 m)	(2 u : 0 m)	(4 u : 0 m)	(1 u : 0 m)	(1 u : 0 m)	(13 u : 0 m)	(18 u : 0 m)	(24 u : 0 m)	(9 u : 0 m)	(6 u : 0 m)	(289 u : 0 m)	(11 u : 0 m)	(3 u : 0 m)	(32 u : 0 m)	(20 u : 0 m)	(2 u : 0 m)	(4 u : 0 m)	(155 u : 1 m)	(28 u : 0 m)
Contig1_164	Contig1	396806	397044	-	RJF.Contig1.LOC51.MHCY19t	(No Support?)	(No Support?)	(0 u : 46 m)	(0 u : 20 m)	(0 u : 9 m)	(0 u : 7 m)	(0 u : 3 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 4 m)	(0 u : 3 m)	(No Support?)	(0 u : 1 m)	(No Support?)	(0 u : 9 m)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 5 m)	(0 u : 11 m)	(0 u : 1 m)	(0 u : 3 m)	(0 u : 6 m)	(0 u : 1 m)
Contig1_167	Contig1	395867	395976	-	RJF.Contig1.LOC51.MHCY19t	(No Support?)	(0 u : 1 m)	(1 u : 15 m)	(0 u : 2 m)	(0 u : 17 m)	(No Support?)	(0 u : 2 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 1 m)	(No Support?)	(No Support?)	(0 u : 2 m)	(0 u : 3 m)	(No Support?)	(No Support?)	(No Support?)	(0 u : 12 m)	(0 u : 1 m)	(0 u : 2 m)	(0 u : 3 m)	(0 u : 5 m)	(No Support?)	(No Support?)	(0 u : 36 m)	(0 u : 4 m)
Contig1_132	Contig1	349863	349956	+	RJF.Contig1.LOC43.YLEC18f	(No Support?)	(0 u : 2 m)	(0 u : 72 m)	(0 u : 40 m)	(0 u : 20 m)	(0 u : 3 m)	(0 u : 22 m)	(0 u : 2 m)	(0 u : 4 m)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 1 m)	(0 u : 81 m)	(No Support?)	(0 u : 2 m)	(0 u : 3 m)	(0 u : 4 m)	(0 u : 1 m)	(0 u : 47 m)	(0 u : 1 m)	(0 u : 9 m)	(0 u : 2 m)	(0 u : 11 m)	(No Support?)	(0 u : 3 m)	(0 u : 14 m)	(0 u : 9 m)
Contig1_091	Contig1	274614	274708	-	RJF.Contig1.LOC32.MHCY9i	(No Support?)	(0 u : 26 m)	(2 u : 1293 m)	(2 u : 874 m)	(2 u : 103 m)	(3 u : 173 m)	(1 u : 175 m)	(0 u : 11 m)	(1 u : 9 m)	(0 u : 4 m)	(0 u : 3 m)	(0 u : 1 m)	(0 u : 8 m)	(0 u : 47 m)	(1 u : 112 m)	(0 u : 18 m)	(0 u : 7 m)	(1 u : 22 m)	(3 u : 236 m)	(0 u : 41 m)	(0 u : 25 m)	(7 u : 338 m)	(6 u : 659 m)	(0 u : 4 m)	(0 u : 13 m)	(4 u : 449 m)	(1 u : 31 m)
Contig1_157	Contig1	385111	385355	-	RJF.Contig1.LOC50.MHCY18i	(0 u : 7 m)	(0 u : 53 m)	(2 u : 2606 m)	(0 u : 1745 m)	(1 u : 193 m)	(3 u : 1487 m)	(0 u : 1267 m)	(0 u : 27 m)	(0 u : 32 m)	(0 u : 9 m)	(0 u : 7 m)	(0 u : 7 m)	(0 u : 65 m)	(0 u : 147 m)	(1 u : 401 m)	(2 u : 33 m)	(0 u : 22 m)	(1 u : 374 m)	(1 u : 460 m)	(0 u : 119 m)	(0 u : 162 m)	(1 u : 1225 m)	(1 u : 2728 m)	(0 u : 318 m)	(0 u : 283 m)	(1 u : 467 m)	(0 u : 48 m)
